,Attrition,Business Travel,CF_age band,Department,Education Field,Employee Number,Gender,Job Role,Marital Status,Over Time,Training Times Last Year,Age,Distance From Home,Education,Environment Satisfaction,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
144,No,Travel_Frequently,25 - 34,Sales,Medical,195,Male,Sales Executive,Divorced,No,2,32,9,Associates Degree,4,1,2,4,4668,0,17,3,4,3,9,4,8,7,0,7
145,No,Travel_Rarely,25 - 34,R&D,Technical Degree,197,Female,Research Scientist,Divorced,No,3,30,5,Bachelor's Degree,4,3,1,1,3204,5,14,3,4,1,8,3,3,2,2,2
146,No,Travel_Rarely,25 - 34,R&D,Medical,198,Male,Laboratory Technician,Single,No,3,30,2,High School,2,2,1,4,2720,0,13,3,4,0,6,3,5,3,1,2
147,No,Travel_Frequently,35 - 44,R&D,Life Sciences,199,Male,Manager,Divorced,No,2,41,10,Bachelor's Degree,4,2,4,1,17181,4,13,3,2,1,21,2,7,6,7,7
148,No,Travel_Rarely,35 - 44,R&D,Life Sciences,200,Male,Laboratory Technician,Married,No,2,41,9,Master's Degree,3,3,1,1,2238,2,21,4,4,1,7,3,5,0,1,4
149,No,Travel_Rarely,Under 25,R&D,Medical,201,Female,Laboratory Technician,Single,No,3,19,3,High School,2,3,1,2,1483,1,14,3,4,0,1,3,1,0,0,0
150,No,Travel_Frequently,35 - 44,R&D,Medical,202,Female,Research Scientist,Divorced,No,2,40,26,Bachelor's Degree,2,3,2,2,5605,1,11,3,1,1,20,3,20,7,2,13
151,No,Travel_Rarely,35 - 44,Sales,Marketing,204,Male,Sales Executive,Married,No,3,35,1,Doctoral Degree,3,3,3,2,7295,1,13,3,1,2,10,3,10,8,0,6
152,No,Travel_Rarely,45 - 54,Sales,Marketing,205,Male,Sales Representative,Married,Yes,3,53,6,Associates Degree,2,3,2,3,2306,2,20,4,4,1,13,1,7,7,4,5
153,No,Travel_Rarely,45 - 54,R&D,Life Sciences,206,Male,Laboratory Technician,Divorced,No,2,45,9,Bachelor's Degree,2,3,2,2,2348,8,18,3,3,1,20,1,17,9,0,15
154,No,Travel_Frequently,25 - 34,Sales,Marketing,207,Female,Sales Executive,Single,No,2,32,8,Bachelor's Degree,2,3,3,4,8998,1,14,3,4,0,9,3,9,8,3,7
155,No,Non-Travel,25 - 34,R&D,Technical Degree,208,Male,Manufacturing Director,Married,No,1,29,1,High School,4,3,2,3,4319,1,13,3,1,1,10,3,10,7,0,9
156,No,Travel_Rarely,45 - 54,R&D,Medical,211,Male,Manufacturing Director,Married,No,2,51,7,Master's Degree,2,2,2,3,6132,2,17,3,3,0,10,3,1,0,0,0
157,No,Travel_Rarely,Over 55,R&D,Medical,214,Female,Research Scientist,Married,Yes,3,58,9,Bachelor's Degree,2,2,1,2,3346,4,20,4,2,1,9,2,1,0,0,0
158,No,Travel_Rarely,35 - 44,Sales,Marketing,215,Male,Sales Executive,Married,No,2,40,4,Master's Degree,3,2,3,4,10855,7,11,3,1,1,15,2,12,11,2,11
159,No,Travel_Frequently,25 - 34,Sales,Marketing,216,Female,Sales Representative,Married,No,3,34,2,Master's Degree,3,3,1,3,2231,6,18,3,4,1,6,3,4,3,1,2
160,No,Travel_Rarely,Under 25,R&D,Medical,217,Male,Research Scientist,Married,No,6,22,19,High School,3,3,1,4,2323,1,24,4,1,2,2,3,2,2,2,2
161,No,Non-Travel,25 - 34,R&D,Medical,218,Male,Research Scientist,Divorced,No,1,27,9,Bachelor's Degree,4,3,1,2,2024,6,18,3,4,1,6,1,2,2,2,2
162,No,Travel_Rarely,25 - 34,R&D,Medical,221,Male,Research Scientist,Married,No,2,28,21,Bachelor's Degree,3,3,1,4,2713,1,11,3,3,1,5,1,5,2,0,2
163,No,Travel_Rarely,Over 55,R&D,Life Sciences,223,Male,Healthcare Representative,Divorced,Yes,2,57,24,Associates Degree,3,4,3,4,9439,3,16,3,2,1,12,1,5,3,1,4
164,No,Non-Travel,25 - 34,R&D,Medical,224,Male,Research Scientist,Divorced,Yes,2,27,3,Bachelor's Degree,3,2,1,3,2566,1,15,3,4,1,1,2,1,1,0,1
165,No,Travel_Rarely,45 - 54,R&D,Life Sciences,226,Female,Manager,Single,No,5,50,11,Bachelor's Degree,3,3,5,2,19926,3,15,3,2,0,21,3,5,4,4,4
166,No,Travel_Rarely,35 - 44,R&D,Life Sciences,227,Male,Research Scientist,Divorced,No,2,41,14,Bachelor's Degree,1,3,1,3,2451,4,12,3,1,1,13,3,9,8,1,8
167,No,Travel_Rarely,25 - 34,Sales,Life Sciences,228,Female,Sales Executive,Married,No,2,30,5,Bachelor's Degree,2,3,3,4,9419,2,12,3,3,1,12,3,10,9,7,4
168,No,Travel_Rarely,35 - 44,Sales,Life Sciences,230,Female,Sales Executive,Single,No,2,38,1,Master's Degree,1,2,2,4,8686,4,22,4,3,0,12,4,8,3,0,7
169,No,Travel_Rarely,25 - 34,R&D,Life Sciences,231,Male,Research Scientist,Single,No,2,32,6,Doctoral Degree,3,3,1,3,3038,3,20,4,1,0,8,3,5,4,1,4
170,No,Travel_Rarely,25 - 34,R&D,Technical Degree,233,Male,Research Scientist,Married,Yes,3,27,17,Bachelor's Degree,3,3,1,2,3058,0,16,3,4,1,6,2,5,2,1,1
171,Yes,Travel_Frequently,Under 25,Sales,Technical Degree,235,Female,Sales Representative,Single,No,5,19,1,High School,3,1,1,1,2325,0,21,4,1,0,1,4,0,0,0,0
172,No,Travel_Frequently,35 - 44,R&D,Medical,238,Male,Laboratory Technician,Single,No,3,36,3,Associates Degree,4,3,1,2,2088,4,12,3,3,0,13,2,8,7,7,2
173,No,Non-Travel,25 - 34,R&D,Medical,239,Male,Laboratory Technician,Divorced,No,4,30,9,Bachelor's Degree,3,3,2,1,3072,1,11,3,3,2,12,3,12,9,6,10
174,No,Travel_Rarely,45 - 54,Sales,Life Sciences,240,Female,Sales Executive,Divorced,Yes,3,45,4,Associates Degree,3,3,2,1,5006,4,11,3,1,1,9,4,5,4,0,3
175,No,Travel_Rarely,Over 55,R&D,Life Sciences,241,Female,Research Scientist,Divorced,Yes,3,56,8,Bachelor's Degree,3,3,1,1,4257,4,18,3,3,1,19,3,2,2,2,2
176,No,Travel_Rarely,25 - 34,R&D,Life Sciences,242,Male,Research Scientist,Single,No,2,33,2,Bachelor's Degree,3,3,1,4,2500,0,14,3,1,0,4,4,3,1,0,2
177,Yes,Travel_Rarely,Under 25,R&D,Life Sciences,243,Male,Laboratory Technician,Single,No,3,19,2,Bachelor's Degree,2,2,1,4,1102,1,22,4,3,0,1,2,1,0,1,0
178,No,Travel_Rarely,45 - 54,Sales,Marketing,244,Female,Sales Executive,Divorced,No,2,46,1,Associates Degree,2,3,3,1,10453,1,25,4,3,3,24,3,24,13,15,7
179,No,Travel_Rarely,35 - 44,R&D,Life Sciences,245,Female,Laboratory Technician,Single,No,3,38,9,Associates Degree,3,3,1,4,2288,1,12,3,3,0,2,3,2,2,2,1
180,No,Travel_Rarely,25 - 34,R&D,Medical,246,Female,Research Scientist,Married,Yes,0,31,12,High School,3,3,1,4,3929,8,23,4,3,1,7,3,4,2,0,2
181,No,Travel_Rarely,25 - 34,R&D,Medical,247,Female,Research Scientist,Single,No,3,34,27,Associates Degree,4,3,1,2,2311,2,15,3,4,0,9,3,3,2,1,2
182,Yes,Travel_Rarely,35 - 44,Sales,Marketing,248,Female,Sales Representative,Single,Yes,5,41,20,Associates Degree,2,3,1,2,3140,1,22,4,4,0,4,2,4,3,0,2
183,No,Travel_Rarely,45 - 54,R&D,Medical,249,Male,Laboratory Technician,Married,No,2,50,1,Bachelor's Degree,3,2,1,3,3690,2,15,3,4,1,5,2,3,2,0,2
184,No,Travel_Rarely,45 - 54,R&D,Medical,250,Female,Manufacturing Director,Divorced,No,3,53,13,Associates Degree,4,4,2,1,4450,1,11,3,3,2,5,3,4,2,1,3
185,No,Travel_Rarely,25 - 34,R&D,Medical,252,Female,Research Scientist,Married,No,5,33,14,Bachelor's Degree,4,3,1,2,2756,1,13,3,4,1,8,3,8,7,1,6
186,No,Travel_Rarely,35 - 44,R&D,Medical,253,Female,Manager,Married,No,2,40,4,High School,4,3,5,3,19033,1,14,3,2,1,21,3,20,8,9,9
187,No,Travel_Rarely,Over 55,R&D,Medical,254,Male,Research Director,Single,No,3,55,14,Master's Degree,3,4,5,2,18722,8,11,3,4,0,36,3,24,15,2,15
188,No,Travel_Frequently,25 - 34,R&D,Life Sciences,256,Male,Manufacturing Director,Married,No,2,34,2,High School,4,2,2,3,9547,1,17,3,3,0,10,2,10,9,1,9
189,No,Travel_Rarely,45 - 54,R&D,Medical,258,Female,Healthcare Representative,Single,No,6,51,3,Bachelor's Degree,4,3,4,2,13734,3,18,3,3,0,21,3,7,7,1,0
190,No,Travel_Rarely,45 - 54,R&D,Life Sciences,259,Male,Manager,Married,No,5,52,1,Master's Degree,3,2,5,3,19999,0,14,3,1,1,34,3,33,18,11,9
191,No,Travel_Rarely,25 - 34,R&D,Medical,260,Female,Research Scientist,Single,No,2,27,9,Bachelor's Degree,4,3,1,2,2279,1,16,3,4,0,7,2,7,7,0,3
192,Yes,Travel_Rarely,35 - 44,R&D,Life Sciences,261,Male,Manufacturing Director,Married,Yes,1,35,23,Associates Degree,2,2,2,3,5916,3,13,3,1,0,8,3,1,0,0,1
193,No,Non-Travel,35 - 44,R&D,Medical,262,Male,Research Scientist,Divorced,No,3,43,7,Bachelor's Degree,4,4,1,4,2089,4,14,3,4,3,7,4,5,4,2,2
194,No,Non-Travel,45 - 54,R&D,Medical,264,Male,Manager,Married,No,1,45,2,Associates Degree,1,2,4,4,16792,9,23,4,4,1,22,3,20,8,11,8
195,No,Travel_Rarely,35 - 44,R&D,Life Sciences,267,Male,Research Scientist,Married,Yes,3,37,21,Bachelor's Degree,2,4,1,1,3564,1,12,3,1,1,8,2,8,7,1,7
196,No,Travel_Frequently,35 - 44,R&D,Medical,269,Female,Laboratory Technician,Single,No,5,35,2,Bachelor's Degree,2,3,2,2,4425,5,11,3,4,0,10,3,6,2,1,2
197,No,Non-Travel,35 - 44,R&D,Medical,270,Female,Manufacturing Director,Divorced,No,5,42,21,Associates Degree,3,3,2,3,5265,2,16,3,2,1,11,3,5,3,0,2
198,No,Travel_Rarely,35 - 44,R&D,Life Sciences,271,Male,Manufacturing Director,Married,No,3,38,2,Master's Degree,4,3,2,3,6553,9,14,3,2,0,14,3,1,0,0,0
199,No,Travel_Rarely,35 - 44,R&D,Technical Degree,273,Male,Manufacturing Director,Married,No,3,38,29,Bachelor's Degree,4,3,2,4,6261,3,18,3,1,1,9,1,7,7,1,7
200,No,Travel_Frequently,25 - 34,R&D,Technical Degree,274,Male,Manufacturing Director,Married,No,1,27,1,High School,3,2,2,1,4298,5,19,3,3,1,6,3,2,2,2,0
201,No,Non-Travel,45 - 54,R&D,Life Sciences,275,Male,Manufacturing Director,Divorced,Yes,0,49,18,Master's Degree,4,3,2,4,6804,1,15,3,1,2,7,3,7,7,1,7
202,No,Travel_Frequently,25 - 34,R&D,Medical,277,Male,Research Scientist,Divorced,Yes,4,34,10,Master's Degree,4,3,1,3,3815,1,17,3,4,1,5,4,5,3,2,0
203,No,Travel_Rarely,35 - 44,R&D,Medical,281,Male,Laboratory Technician,Married,Yes,2,40,19,Associates Degree,3,3,2,4,2741,8,15,3,3,1,15,4,7,2,3,7
204,Yes,Travel_Rarely,35 - 44,R&D,Medical,282,Male,Healthcare Representative,Married,Yes,2,38,29,High School,2,3,2,1,6673,7,19,3,2,0,17,3,1,0,0,0
205,Yes,Travel_Rarely,25 - 34,Sales,Marketing,283,Female,Sales Executive,Married,No,3,29,27,Bachelor's Degree,2,3,3,4,7639,1,22,4,4,3,10,2,10,4,1,9
206,No,Travel_Rarely,Under 25,R&D,Life Sciences,284,Male,Research Scientist,Divorced,Yes,2,22,5,Bachelor's Degree,4,4,1,2,2328,1,16,3,1,1,4,2,4,2,2,2
207,No,Travel_Frequently,35 - 44,R&D,Medical,286,Female,Laboratory Technician,Single,No,2,36,18,High School,2,3,1,4,2153,1,13,3,1,0,8,3,8,1,1,7
208,No,Non-Travel,35 - 44,R&D,Life Sciences,287,Male,Healthcare Representative,Married,No,5,40,9,Doctoral Degree,4,2,2,4,4876,9,14,3,4,1,5,1,3,2,0,2
209,No,Travel_Rarely,45 - 54,R&D,Medical,288,Male,Healthcare Representative,Divorced,No,3,46,1,Master's Degree,4,3,3,1,9396,7,16,3,3,1,17,3,4,2,0,3
210,Yes,Travel_Rarely,25 - 34,Sales,Medical,291,Male,Sales Executive,Married,No,2,32,4,Master's Degree,4,1,3,4,10400,1,11,3,3,0,14,2,14,8,9,8
211,No,Non-Travel,25 - 34,R&D,Life Sciences,292,Male,Manufacturing Director,Single,No,2,30,1,High School,3,2,3,3,8474,1,22,4,3,0,12,3,11,8,5,8
212,No,Travel_Frequently,25 - 34,Sales,Life Sciences,293,Female,Sales Executive,Single,No,2,27,20,Bachelor's Degree,4,3,2,3,9981,1,14,3,4,0,7,3,7,7,0,7
213,No,Travel_Rarely,45 - 54,R&D,Life Sciences,296,Male,Research Director,Married,No,5,51,8,Master's Degree,2,2,3,2,12490,5,16,3,4,2,16,1,10,9,4,7
214,Yes,Travel_Rarely,25 - 34,R&D,Technical Degree,297,Female,Research Scientist,Single,Yes,5,30,3,Bachelor's Degree,4,3,1,1,2657,5,11,3,3,0,8,3,5,2,0,4
215,No,Travel_Rarely,35 - 44,Sales,Life Sciences,298,Female,Manager,Single,Yes,3,41,6,Bachelor's Degree,4,3,3,4,13591,3,18,3,3,0,16,3,1,0,0,0
216,Yes,Travel_Frequently,25 - 34,Sales,Marketing,299,Female,Sales Executive,Single,No,5,30,26,Master's Degree,3,2,2,1,6696,5,15,3,3,0,9,2,6,3,0,1
217,Yes,Travel_Rarely,25 - 34,R&D,Technical Degree,300,Male,Research Scientist,Single,No,1,29,1,Bachelor's Degree,3,3,1,3,2058,0,14,3,4,0,7,2,6,2,1,5
218,No,Non-Travel,45 - 54,Sales,Medical,302,Female,Sales Executive,Single,No,2,45,6,Bachelor's Degree,4,2,3,4,8865,6,12,3,4,0,23,3,19,7,12,8
219,No,Travel_Rarely,45 - 54,Sales,Marketing,303,Female,Sales Executive,Married,No,4,54,3,Bachelor's Degree,4,3,2,1,5940,2,14,3,4,1,16,3,6,2,0,5
220,No,Travel_Rarely,35 - 44,R&D,Life Sciences,304,Male,Laboratory Technician,Single,No,3,36,5,Associates Degree,4,3,2,2,5914,8,16,3,4,0,16,4,13,11,3,7
221,No,Travel_Rarely,25 - 34,R&D,Medical,305,Female,Research Scientist,Married,No,3,33,4,Master's Degree,3,2,1,2,2622,6,21,4,4,0,7,3,3,2,1,1
222,No,Travel_Frequently,35 - 44,R&D,Other,306,Male,Research Director,Divorced,Yes,1,37,11,Bachelor's Degree,2,3,3,4,12185,1,14,3,3,3,10,3,10,8,0,7
223,No,Travel_Rarely,35 - 44,Sales,Life Sciences,307,Male,Sales Executive,Divorced,No,6,38,3,Bachelor's Degree,1,3,3,3,10609,0,12,3,3,2,17,2,16,10,5,13
224,No,Non-Travel,25 - 34,R&D,Medical,308,Male,Manufacturing Director,Married,No,2,31,1,Master's Degree,3,1,2,3,4345,0,12,3,4,1,6,3,5,4,1,4
225,No,Travel_Rarely,Over 55,R&D,Life Sciences,309,Male,Research Scientist,Married,No,6,59,3,Bachelor's Degree,3,2,1,4,2177,3,17,3,1,1,7,3,1,0,0,0
226,No,Travel_Frequently,35 - 44,Sales,Marketing,311,Male,Sales Representative,Divorced,No,2,37,4,Master's Degree,1,3,1,4,2793,4,17,3,3,1,13,3,9,8,5,8
227,No,Travel_Frequently,25 - 34,Sales,Medical,312,Female,Sales Executive,Married,No,5,29,1,High School,2,3,3,4,7918,1,14,3,4,1,11,3,11,10,4,1
228,No,Travel_Frequently,35 - 44,Sales,Marketing,314,Female,Sales Executive,Single,No,3,35,1,Bachelor's Degree,3,3,3,3,8789,1,14,3,1,0,10,4,10,7,0,8
229,Yes,Travel_Rarely,25 - 34,R&D,Medical,315,Male,Research Scientist,Single,Yes,3,29,18,High School,3,2,1,4,2389,1,13,3,3,0,4,2,4,3,0,1
230,No,Travel_Rarely,45 - 54,R&D,Life Sciences,316,Female,Laboratory Technician,Single,No,3,52,2,Bachelor's Degree,3,2,1,4,3212,7,15,3,2,0,6,2,2,2,2,2
231,No,Travel_Rarely,35 - 44,R&D,Technical Degree,319,Male,Manager,Married,No,3,42,4,Associates Degree,3,3,5,4,19232,1,11,3,4,0,22,3,22,17,11,15
232,No,Travel_Rarely,Over 55,HR,Medical,321,Male,Human Resources,Married,No,2,59,6,Associates Degree,2,3,1,3,2267,8,17,3,4,0,7,2,2,2,2,2
233,No,Travel_Rarely,45 - 54,Sales,Medical,323,Female,Manager,Divorced,No,3,50,1,Master's Degree,4,3,5,4,19517,3,11,3,3,1,32,2,7,0,0,6
234,Yes,Travel_Rarely,25 - 34,R&D,Medical,325,Male,Laboratory Technician,Married,Yes,2,33,14,Bachelor's Degree,3,3,1,4,2436,5,13,3,3,1,8,1,5,4,0,4
235,No,Travel_Rarely,35 - 44,Sales,Marketing,327,Female,Manager,Married,Yes,3,43,16,Bachelor's Degree,4,3,4,4,16064,5,22,4,3,1,22,3,17,13,1,9
236,Yes,Travel_Rarely,25 - 34,R&D,Life Sciences,328,Female,Laboratory Technician,Married,No,3,33,2,Associates Degree,1,3,1,1,2707,7,20,4,1,0,13,4,9,7,1,7
237,No,Non-Travel,45 - 54,Sales,Life Sciences,329,Male,Manager,Single,Yes,2,52,2,Master's Degree,1,2,5,3,19068,1,18,3,4,0,33,4,33,7,15,12
238,No,Travel_Rarely,25 - 34,Sales,Life Sciences,330,Female,Sales Representative,Married,No,5,32,4,Associates Degree,3,3,1,2,3931,2,11,3,1,1,6,3,4,3,1,2
239,Yes,Travel_Rarely,25 - 34,R&D,Life Sciences,331,Male,Laboratory Technician,Single,Yes,2,32,1,Bachelor's Degree,4,2,1,3,3730,0,14,3,4,0,4,1,3,2,1,2
240,No,Travel_Rarely,35 - 44,R&D,Medical,332,Female,Laboratory Technician,Divorced,No,1,39,1,Master's Degree,3,3,1,3,2232,7,14,3,3,3,7,3,3,2,1,2
241,No,Non-Travel,25 - 34,Sales,Marketing,333,Male,Sales Executive,Married,No,2,32,26,Master's Degree,3,3,2,4,4465,0,18,3,1,0,4,3,3,2,2,2
242,No,Travel_Rarely,35 - 44,R&D,Life Sciences,334,Male,Research Scientist,Divorced,No,2,41,19,Associates Degree,3,3,2,1,3072,2,16,3,1,2,17,2,1,0,0,0
243,No,Travel_Rarely,35 - 44,R&D,Technical Degree,335,Male,Research Scientist,Divorced,No,3,40,24,Associates Degree,1,3,2,4,3319,1,17,3,1,2,9,3,9,8,4,7
244,No,Travel_Rarely,45 - 54,R&D,Other,336,Male,Manager,Married,No,2,45,1,Bachelor's Degree,3,4,5,4,19202,0,11,3,3,1,25,3,24,0,1,7
245,No,Travel_Frequently,25 - 34,R&D,Medical,337,Male,Research Director,Divorced,No,3,31,3,Master's Degree,2,3,3,3,13675,9,12,3,1,1,9,3,2,2,2,2
246,No,Travel_Rarely,25 - 34,R&D,Life Sciences,338,Female,Research Scientist,Married,No,2,33,5,Master's Degree,3,2,1,4,2911,1,13,3,3,1,2,2,2,2,0,2
247,No,Travel_Rarely,25 - 34,R&D,Life Sciences,339,Male,Manufacturing Director,Married,No,3,34,2,Master's Degree,4,2,2,1,5957,6,13,3,2,1,13,3,11,9,5,9
248,No,Travel_Rarely,35 - 44,R&D,Medical,340,Female,Research Scientist,Married,No,2,37,1,Associates Degree,3,2,1,1,3920,2,14,3,1,1,17,2,3,1,0,2
249,No,Travel_Frequently,45 - 54,R&D,Life Sciences,341,Male,Manufacturing Director,Married,No,1,45,7,Master's Degree,1,4,2,3,6434,4,17,3,4,1,9,3,3,2,0,2
250,Yes,Travel_Frequently,35 - 44,R&D,Medical,342,Male,Manufacturing Director,Divorced,No,5,37,10,Bachelor's Degree,1,3,3,3,10048,6,11,3,2,2,17,3,1,0,0,0
251,No,Travel_Frequently,35 - 44,R&D,Technical Degree,343,Female,Healthcare Representative,Single,No,1,39,2,Master's Degree,3,3,3,3,10938,0,25,4,4,0,20,3,19,6,11,8
252,No,Travel_Rarely,25 - 34,R&D,Life Sciences,346,Male,Research Scientist,Single,No,1,29,15,Bachelor's Degree,3,3,1,4,2340,1,19,3,1,0,6,3,6,5,1,5
253,No,Travel_Rarely,35 - 44,R&D,Life Sciences,347,Female,Research Scientist,Single,Yes,1,42,17,Associates Degree,4,4,2,1,6545,3,13,3,3,0,10,3,3,2,0,2
254,No,Travel_Rarely,25 - 34,Sales,Marketing,349,Male,Sales Executive,Divorced,No,2,29,20,Associates Degree,4,3,2,4,6931,2,14,3,4,1,10,3,3,2,0,2
255,No,Travel_Rarely,25 - 34,R&D,Life Sciences,350,Female,Manufacturing Director,Married,No,3,25,1,Bachelor's Degree,1,3,2,3,4898,0,12,3,4,2,5,3,4,2,1,2
256,No,Travel_Rarely,35 - 44,R&D,Medical,351,Female,Laboratory Technician,Divorced,Yes,4,42,2,Bachelor's Degree,4,2,1,1,2593,0,11,3,3,1,10,3,9,6,7,8
257,No,Travel_Rarely,35 - 44,R&D,Medical,352,Male,Research Director,Divorced,No,5,40,2,Associates Degree,1,3,5,3,19436,0,19,3,4,1,22,3,21,7,3,9
258,No,Travel_Rarely,45 - 54,R&D,Life Sciences,353,Male,Research Scientist,Married,No,0,51,1,Bachelor's Degree,3,3,1,4,2723,1,11,3,2,0,1,2,1,0,0,0
259,Yes,Travel_Frequently,25 - 34,R&D,Medical,355,Male,Laboratory Technician,Single,No,2,31,29,Associates Degree,3,2,1,2,3479,0,11,3,2,0,6,4,5,4,1,4
260,No,Travel_Frequently,25 - 34,R&D,Life Sciences,359,Male,Laboratory Technician,Married,No,3,32,7,Bachelor's Degree,2,4,1,2,2794,1,20,4,3,0,5,1,5,1,0,3
261,No,Non-Travel,35 - 44,Sales,Life Sciences,361,Male,Sales Executive,Married,No,0,38,2,Associates Degree,4,2,2,4,5249,3,18,3,4,1,13,3,8,7,7,5
262,No,Travel_Rarely,25 - 34,R&D,Technical Degree,362,Male,Laboratory Technician,Single,No,5,32,2,High School,4,2,2,1,2176,4,13,3,4,0,9,3,6,2,0,4
263,No,Travel_Rarely,45 - 54,Sales,Technical Degree,363,Female,Manager,Married,Yes,2,46,2,Bachelor's Degree,3,1,4,2,16872,3,12,3,2,1,28,2,7,7,7,7
264,Yes,Travel_Rarely,25 - 34,R&D,Life Sciences,364,Male,Laboratory Technician,Single,No,5,28,2,Master's Degree,1,3,1,3,3485,2,11,3,3,0,5,1,0,0,0,0
265,No,Travel_Rarely,25 - 34,Sales,Medical,366,Male,Sales Executive,Married,No,2,29,2,Bachelor's Degree,1,2,2,2,6644,2,19,3,2,2,10,3,0,0,0,0
266,No,Travel_Rarely,25 - 34,R&D,Medical,367,Male,Healthcare Representative,Married,No,2,31,23,Bachelor's Degree,2,2,2,4,5582,0,21,4,2,1,10,3,9,0,7,8
267,No,Non-Travel,25 - 34,R&D,Life Sciences,369,Male,Healthcare Representative,Divorced,No,2,25,5,Associates Degree,2,4,2,1,4000,1,12,3,4,2,6,3,6,3,1,5
268,No,Travel_Rarely,45 - 54,R&D,Medical,372,Male,Healthcare Representative,Married,Yes,2,45,20,Associates Degree,3,3,4,4,13496,0,14,3,2,0,21,3,20,7,4,10
269,No,Travel_Rarely,35 - 44,R&D,Life Sciences,373,Male,Laboratory Technician,Married,No,4,36,6,Bachelor's Degree,4,3,1,4,3210,0,11,3,3,1,16,3,15,13,10,11
270,No,Travel_Rarely,Over 55,R&D,Medical,374,Male,Manager,Single,Yes,2,55,1,Bachelor's Degree,4,3,5,1,19045,0,14,3,3,0,37,3,36,10,4,13
271,Yes,Non-Travel,45 - 54,R&D,Life Sciences,376,Male,Manager,Married,Yes,2,47,29,Master's Degree,1,3,3,2,11849,1,12,3,4,1,10,2,10,7,9,9
272,No,Travel_Rarely,25 - 34,R&D,Medical,377,Male,Research Scientist,Married,No,3,28,9,Bachelor's Degree,4,3,1,4,2070,1,23,4,4,1,5,2,5,2,0,4
273,No,Travel_Rarely,35 - 44,Sales,Medical,378,Male,Sales Executive,Married,No,5,37,6,Master's Degree,3,3,2,4,6502,4,14,3,2,1,7,4,5,4,0,1
274,No,Travel_Rarely,Under 25,R&D,Medical,379,Male,Research Scientist,Single,No,4,21,3,Associates Degree,4,2,1,3,3230,1,17,3,1,0,3,4,3,2,1,0
275,No,Non-Travel,35 - 44,R&D,Medical,380,Female,Research Director,Divorced,Yes,2,37,1,Master's Degree,1,3,3,4,13603,2,18,3,1,2,15,3,5,2,0,2
276,No,Travel_Rarely,35 - 44,R&D,Life Sciences,381,Female,Manager,Divorced,No,6,35,22,Bachelor's Degree,2,4,3,2,11996,7,18,3,2,1,10,2,7,7,6,2
277,No,Travel_Rarely,35 - 44,Sales,Medical,382,Female,Sales Executive,Divorced,Yes,3,38,7,Associates Degree,1,4,2,1,5605,1,24,4,3,1,8,3,8,0,7,7
278,No,Travel_Frequently,25 - 34,R&D,Life Sciences,384,Female,Manufacturing Director,Divorced,No,6,26,1,Bachelor's Degree,3,3,2,2,6397,1,20,4,1,1,6,1,6,5,1,4
279,No,Travel_Rarely,45 - 54,R&D,Life Sciences,385,Male,Research Director,Divorced,No,4,50,4,High School,1,3,5,2,19144,3,14,3,1,2,28,2,10,4,1,6
280,No,Travel_Rarely,45 - 54,R&D,Medical,386,Male,Research Director,Married,Yes,5,53,3,Master's Degree,3,3,4,3,17584,3,16,3,4,3,21,2,5,3,1,3
281,No,Travel_Rarely,35 - 44,Sales,Life Sciences,387,Male,Sales Executive,Married,No,3,42,1,High School,2,3,2,3,4907,1,25,4,3,0,20,3,20,16,11,6
282,No,Travel_Frequently,25 - 34,Sales,Life Sciences,388,Male,Sales Executive,Single,No,3,29,2,Associates Degree,2,3,2,4,4554,1,18,3,1,0,10,2,10,7,0,9
283,No,Travel_Rarely,Over 55,R&D,Technical Degree,389,Male,Laboratory Technician,Married,Yes,4,55,20,Associates Degree,2,3,2,4,5415,3,19,3,4,1,12,3,10,7,0,8
284,No,Travel_Frequently,25 - 34,R&D,Medical,390,Male,Healthcare Representative,Married,Yes,3,26,11,Associates Degree,1,3,2,1,4741,1,13,3,3,1,5,3,5,3,3,3
285,No,Travel_Rarely,35 - 44,R&D,Life Sciences,391,Female,Research Scientist,Single,No,3,37,1,Bachelor's Degree,4,3,1,4,2115,1,12,3,2,0,17,3,17,12,5,7
286,Yes,Travel_Frequently,35 - 44,R&D,Life Sciences,392,Male,Laboratory Technician,Divorced,Yes,0,44,24,Bachelor's Degree,4,3,1,3,3161,3,22,4,4,1,19,1,1,0,0,0
287,No,Travel_Rarely,35 - 44,R&D,Life Sciences,393,Male,Healthcare Representative,Divorced,No,2,38,23,Master's Degree,4,3,2,4,5745,9,14,3,2,1,10,3,2,2,1,2
288,Yes,Travel_Rarely,25 - 34,R&D,Medical,394,Male,Laboratory Technician,Divorced,Yes,2,26,16,Master's Degree,1,3,1,2,2373,2,13,3,4,1,5,3,3,2,0,2
289,No,Travel_Rarely,25 - 34,R&D,Life Sciences,395,Female,Research Scientist,Single,No,3,28,8,Associates Degree,4,3,1,4,3310,1,21,4,4,0,5,3,5,3,0,2
290,No,Travel_Frequently,45 - 54,R&D,Life Sciences,396,Female,Research Director,Single,Yes,4,49,10,Master's Degree,3,3,5,1,18665,9,11,3,4,0,22,3,3,2,1,2
